timestamp,time_estimate,safe_time_estimate,valid
1048883727,0.0,0.0,0
1049903407,0.0,0.0,0
1050923215,0.0,0.0,0
1051942944,0.0,0.0,0
1052962727,0.0,0.0,0
1053982449,0.0,0.0,0
1055002187,0.0,0.0,0
1056021999,0.0,0.0,0
1057041821,0.0,0.0,0
1058061471,0.0,0.0,0
1059081249,0.0,0.0,0
1060100968,0.0,0.0,0
1061120736,0.0,0.0,0
1062140494,0.0,0.0,0
1063160388,0.0,0.0,0
1064180116,0.0,0.0,0
1065199787,0.0,0.0,0
1066219555,0.0,0.0,0
1067239428,0.0,0.0,0
1068259314,0.0,0.0,0
1069278921,0.0,0.0,0
1070298658,0.0,0.0,0
1071318510,0.0,0.0,0
1072338155,0.0,0.0,0
1073357897,0.0,0.0,0
1074377718,0.0,0.0,0
1075387522,0.0,0.0,0
1076407255,0.0,0.0,0
1077427067,0.0,0.0,0
1078446834,0.0,0.0,0
1079466742,0.0,0.0,0
1080486249,0.0,0.0,0
1081506081,0.0,0.0,0
1082525846,0.0,0.0,0
1083545551,0.0,0.0,0
1084565333,0.0,0.0,0
1085585186,0.0,0.0,0
1086604921,0.0,0.0,0
1087624627,0.0,0.0,0
