timestamp,load,ram_usage
475826820,0.21879917,0.3653388
476327117,0.2662586,0.36538914
476826796,0.24595731,0.36538914
477326794,0.2463845,0.36538914
477826795,0.23475999,0.36538914
478326810,0.23269904,0.36538914
478826795,0.23481256,0.36538914
479326795,0.23454446,0.36538914
479826794,0.23543203,0.36538914
480326795,0.23435354,0.36538914
480826795,0.23472202,0.36538914
481326804,0.23454624,0.36538914
481826795,0.23481375,0.36538914
482326795,0.23301244,0.36538914
482826795,0.23584801,0.36538914
483326805,0.23301488,0.36538914
483826795,0.23536515,0.36538914
484326794,0.23432201,0.36538914
484826841,0.23514003,0.36538914
485326794,0.23466802,0.36538914
485826885,0.23413986,0.36538914
486326805,0.23428148,0.36538914
486826815,0.2329709,0.36538914
487326794,0.23597592,0.36538914
487826795,0.23363602,0.36538914
488326794,0.23513001,0.36538914
488826796,0.23434597,0.36538914
489326795,0.23624802,0.36538914
489826794,0.23382199,0.36538914
490326796,0.23639798,0.36538914
490826798,0.23338598,0.36538914
491326795,0.23479354,0.36538914
491826795,0.23343247,0.36538914
492326795,0.23579001,0.36538914
492826795,0.23400801,0.36538914
493327061,0.23098755,0.36538914
493826828,0.23370492,0.36538914
494326810,0.23362291,0.36538914
494826794,0.23356003,0.36538914
495326833,0.23567528,0.36538914
495827051,0.2349984,0.36538914
496326908,0.23578143,0.36538914
496827019,0.23333651,0.36538914
497326794,0.23514086,0.36538914
497826795,0.23450601,0.36538914
498326795,0.23505598,0.36538914
498826797,0.23402303,0.36538914
499326795,0.23369294,0.36538914
499826795,0.23342597,0.36538914
500326796,0.23523599,0.36538914
500826794,0.235138,0.36538914
501326795,0.23471153,0.36538914
501826795,0.23446447,0.36538914
502326794,0.235318,0.36538914
502826794,0.23406798,0.36538914
503326821,0.24023801,0.36538914
503826794,0.23397398,0.36538914
504326795,0.23545599,0.36538914
504826794,0.23275,0.36538914
505326794,0.23668998,0.36538914
505826795,0.23417354,0.36538914
506326838,0.24143422,0.36538914
506826794,0.2344997,0.36538914
507326803,0.23479575,0.36538914
507826794,0.23428023,0.36538914
508326836,0.23958433,0.36538914
508826796,0.23446125,0.36538914
509326835,0.23470873,0.36538914
509826794,0.23502928,0.36538914
510326795,0.236588,0.36538914
510826808,0.23385191,0.36538914
511326794,0.24124229,0.36538914
511826795,0.23370552,0.36538914
512326795,0.23343045,0.36538914
512826796,0.23532951,0.36538914
513326794,0.23455846,0.36538914
513826795,0.23363954,0.36538914
514326794,0.23616844,0.36538914
514826795,0.23442,0.36538914
515326795,0.23973,0.36538914
515826794,0.23374802,0.36538914
516326795,0.23360002,0.36538914
516827430,0.23640329,0.36538914
517327225,0.24266475,0.36538914
517827218,0.24827385,0.36538914
